Word	uniqueID	WordNet ID	Wordnet ID2	Wordnet ID3	Wordnet ID4	WordNet Synonyms	Definition (from WordNet, Google, or Wikipedia)	Bigram	Percent_known	Rank (combining COCA/concreteness)	Concreteness (M)	COCA word freq (online)	COCA word freq	COCA (dispersion)	COCA (rank)	BNC freq	SUBTLEX freq	Dominant Part of Speech	Bottom-up Category (Human Raters)	Top-down Category (WordNet)	Top-down Category (manual selection)	All Bottom-up Categories	Number of word meanings in list	Example image
slug	slug	n01945685	slug%1:05:00::	slug#7	slug.n.07	slug	any of various terrestrial gastropods having an elongated slimy body and no external shell	0	1	8793.5	4.64	1122	1488	0.89	10484	213	253	Noun	animal	animal	animal	animal	1	https://imgur.com/J71b3ZF
smoke alarm	smoke_alarm	n03343737	smoke_alarm%1:06:00::	smoke_alarm#1	smoke_alarm.n.01	fire_alarm, smoke_alarm	an alarm that is tripped off by fire or smoke	1	1	15618	4.74	101					0	#N/A			electronic device	fire safety equipment	1	https://imgur.com/WpBV31R
smoothie	smoothie	n07914271	smoothie%1:13:00::	smoothie#2	smoothie.n.02	smoothie	a thick smooth drink consisting of fresh fruit pureed with ice cream or yoghurt or milk	0	1	15149	4.62	536	201	0.83	27440	24	37	Noun	drink	food, beverage	drink	drink	1	https://imgur.com/Ih9N3mW
snack	snack	n07577374	snack%1:13:00::	snack#1	snack.n.01	bite, collation, snack	a light informal meal	0	1	8676.5	4.36	3866	4758	0.91	5241	346	466	Noun	food	food	food	food	1	https://imgur.com/fC71M8k
snail	snail	n01944390	snail%1:05:00::	snail#1	snail.n.01	snail	freshwater or marine or terrestrial gastropod mollusk usually having an external enclosing spiral shell	0	1	5829	4.93	1125	1461	0.91	10425	294	90	Noun	animal	animal	animal	animal, mollusk	1	https://imgur.com/JSDDSNV
snake	snake	n01726692	snake%1:05:00::	snake#1	snake.n.01	snake, serpent, ophidian	limbless scaly elongate reptile; some are venomous	0	1	1880.5	5	7296	8523	0.93	3504	754	1140	Noun		animal	animal	reptile	1	https://imgur.com/e9m6at4
snorkel	snorkel	n04251144	snorkel%1:06:01::	snorkel#1	snorkel.n.01	snorkel	breathing device consisting of a bent tube fitting into a swimmer's mouth and extending above the surface; allows swimmer to breathe while face down in the water	0	1	16994.5	4.56	150	121	0.88	32000	21	31	Noun			sports equipment	swimming equipment, diving equipment	1	https://imgur.com/xQNGCe7
snow	snow	n11508382	snow%1:19:00::	snow#1	snow.n.01	snow, snowfall	precipitation falling from clouds in the form of ice crystals	0	1	2517.5	4.85	34203	21011	0.92	1791	3536	1599	Noun				frozen precipitation, weather	1	https://imgur.com/CbQqlW8
snowball	snowball	n04251560	snowball%1:06:00::	snowball#4	snowball.n.04	snowball	snow pressed into a ball for throwing (playfully)	0	1	7411	4.93	864	825	0.93	14081	122	71	Noun		toy		ice	1	https://imgur.com/Q2DbOKl
snowboard	snowboard	n04251791	snowboard%1:06:00::	snowboard#1	snowboard.n.01	snowboard	a board that resembles a broad ski or a small surfboard; used in a standing position to slide down snow-covered slopes	0	1	9443	4.86	671	558	0.84	17864		40	Noun	sports equipment		sports equipment	sports equipment	1	https://imgur.com/RFG6q8x
snowman	snowman	n04251983	snowman%1:06:00::	snowman#1	snowman.n.01	snowman	a figure of a person made of packed snow	0	1	12303.5	4.64	494	461	0.89	19019	77	97	Noun				sculpture	1	https://imgur.com/Hma5beA
snowmobile	snowmobile	n04252077	snowmobile%1:06:00::	snowmobile#1	snowmobile.n.01	snowmobile	tracked vehicle for travel on snow having skis in front	0	1	8524.5	4.81	594	884	0.85	14192		15	Noun	vehicle	container, vehicle	vehicle	vehicle, recreational vehicle	1	https://imgur.com/36ky3tU
snowplow	snowplow	n04252225	snowplow%1:06:00::	snowplow#1	snowplow.n.01	snowplow, snowplough	a vehicle used to push snow from roads	0	1	12124	4.97	162	160	0.8	30130		20	Noun	vehicle	container, vehicle	vehicle	snow removal equipment, vehicle, utility vehicle	1	https://imgur.com/ztHzg75
snowshoe	snowshoe	n04252331	snowshoe%1:06:00::	snowshoe#1	snowshoe.n.01	snowshoe	a device to help you walk on deep snow; a lightweight frame shaped like a racquet is strengthened with cross pieces and contains a network of thongs; one is worn on each foot	0	1	11219.5	4.67	326	596	0.8	17773	6	2	Verb			sports equipment, clothing	winter gear	1	https://imgur.com/XEKIuf2
snowsuit	snowsuit	n04252560	snowsuit%1:06:00::	snowsuit#1	snowsuit.n.01	snowsuit	a child's overgarment for cold weather	0	1	12388.5	5	129	133	0.81	31825		6	Noun	clothing	clothing	clothing	winter clothing, clothing, outerwear	1	https://imgur.com/NkxMEw0
soap	soap	n04253437	soap%1:06:00::	soap#1	soap.n.01	soap	a cleansing agent made from the salts of vegetable or animal fats	0	1	2981	4.93	6750	5952	0.94	4382	1351	775	Noun				personal hygiene item	1	https://imgur.com/3TdrfV3
soccer ball	soccer_ball	n04254680	soccer_ball%1:06:00::	soccer_ball#1	soccer_ball.n.01	soccer_ball	an inflated ball used in playing soccer	1	1	10330.5	4.89	380					0	#N/A	sports equipment		sports equipment	sports equipment	1	https://imgur.com/gIXHG9E
sock	sock	n04254777	sock%1:06:00::	sock#1	sock.n.01	sock	hosiery consisting of a cloth covering for the foot; worn inside the shoe; reaches to between the ankle and the knee	0	1	3106.5	4.91	1722	6273	0.92	4314	240	458	Noun	clothing	clothing	clothing	clothing, footwear	1	https://imgur.com/j8UxQxD
soda	soda	n07927512	soda%1:13:00::	soda#2	soda.n.02	pop, soda, soda_pop, soda_water, tonic	a sweet drink containing carbonated water and flavoring	0	1	2928.5	4.97	5990	4777	0.92	5179	366	1012	Noun	drink	food, beverage	drink	drink	1	https://imgur.com/7ZrdgvU
soda fountain	soda_fountain	n04255670	soda_fountain%1:06:00::	soda_fountain#2	soda_fountain.n.02	soda_fountain	an apparatus for dispensing soda water	1	1	17283	4.46	149					0	#N/A				drink dispenser	1	https://imgur.com/srSUYo8
sofa bed	sofa_bed	n03100346	sofa_bed%1:06:00::	sofa_bed#1	sofa_bed.n.01	convertible, sofa_bed	a sofa that can be converted into a bed	1	1	15597	4.78	85					0	#N/A	furniture	furniture	furniture	furniture	1	https://imgur.com/FXpUS8v
solar panel	solar_panel	n04257790	solar_panel%1:06:00::	solar_panel#1	solar_panel.n.01	solar_array, solar_battery, solar_panel	electrical device consisting of a large array of connected solar cells	1	0.96	12565	4.85	222					0	#N/A				energy source	1	https://imgur.com/mUqgihy
soldering iron	soldering_iron	n04258859	soldering_iron%1:06:00::	soldering_iron#1	soldering_iron.n.01	soldering_iron	a hand tool with a heatable tip; used to melt and apply solder	1	0.97	17147	4.68	62					0	#N/A	tool	tool	tool	tool	1	https://imgur.com/qdESeo2
sombrero	sombrero	n04259630	sombrero%1:06:00::	sombrero#1	sombrero.n.01	sombrero	a straw hat with a tall crown and broad brim; worn in American southwest and in Mexico	0	1	14184.5	4.7	220	210	0.84	26838		14	Noun		clothing	clothing, clothing accessory	hat	1	https://imgur.com/0rkt53B
sonogram	sonogram	n04260364	sonogram%1:06:00::	sonogram#1	sonogram.n.01	sonogram, echogram	an image of a structure that is produced by ultrasonography (reflections of high-frequency sound waves); used to observe fetal growth or to study bodily organs	0	0.97	16184.5	4.48	265	209	0.88	26379		14	Noun				medical imaging	1	https://imgur.com/Af4f1z6
sorbet	sorbet	n07614348	sorbet%1:13:00::	sorbet#1	sorbet.n.01	water_ice, sorbet	an ice containing no milk but having a mushy consistency; usually made from fruit juice	0	1	14053	4.43	626	468	0.85	19261	33	14	Noun	dessert	food, dessert	food, dessert	dessert, frozen dessert	1	https://imgur.com/TqiGWpp
souffle	souffle	n07843464	souffle%1:13:00::	souffle#1	souffle.n.01	souffle	light fluffy dish of egg yolks and stiffly beaten egg whites mixed with e.g. cheese or fish or fruit	0	0.88	12735.5	4.57	423	491	0.82	19143		22	#N/A	food, dessert	food	food, dessert	food, dessert	1	https://imgur.com/dUmGlcl
soup	soup	n07583197	soup%1:13:00::	soup#1	soup.n.01	soup	liquid food especially of meat or fish or vegetable stock often containing pieces of solid food	0	1	4414.5	4.72	12719	10571	0.93	3016	1353	1285	Noun	food	food	food	food	1	https://imgur.com/UMflaQ6
soy sauce	soy_sauce	n07825972	soy%1:13:01::	soy#3	soy.n.03	soy_sauce, soy	thin sauce made of fermented soy beans	1	1	4680	4.97	1968					0	#N/A		food	food	condiment	1	https://imgur.com/bmTzUC9
space shuttle	space_shuttle	n04266014	space_shuttle%1:06:00::	space_shuttle#1	space_shuttle.n.01	space_shuttle	a reusable spacecraft with wings for a controlled descent through the Earth's atmosphere	1	1	6332.5	4.82	1957					0	#N/A		vehicle	vehicle	spacecraft	1	https://imgur.com/W4bO1R0
spacesuit	spacesuit	n04266375	spacesuit%1:06:00::	spacesuit#1	spacesuit.n.01	spacesuit	a pressure suit worn by astronauts while in outer space	0	1	10071.5	4.96	294	333	0.79	22883	31	6	Noun		clothing	clothing	astronaut apparel, astronaut equipment, uniform	1	https://imgur.com/kcaMSXj
spaghetti	spaghetti	n07699914	spaghetti%1:13:00::	spaghetti#2	spaghetti.n.02	spaghetti	pasta in the form of long strings	0	1	4787	5	2378	1739	0.92	9386		302	Noun	food		food	food	1	https://imgur.com/aKrGa47
spam	spam	n07573347	spam%1:13:00::	Spam#1	Spam.n.01	Spam	a canned meat made largely from pork	0	0.97	13196.5	4.18	1304	1083	0.81	13081	65	59	Noun	food	food	food	food, canned meat, canned food	1	https://imgur.com/MuXqt07
spareribs	spareribs	n07671459	spareribs%1:13:01::	spareribs#2	spareribs.n.02	spareribs	cut of pork from the rib section with most of the meat trimmed off	0	0.97	16230.5	4.76	76	66	0.83	39307		22	Noun	food		food	food, meat	1	https://imgur.com/IL8bpOv
spark plug	spark_plug	n04269270	spark_plug%1:06:00::	spark_plug#1	spark_plug.n.01	spark_plug, sparking_plug, plug	electrical device that fits into the cylinder head of an internal-combustion engine and ignites the gas by means of an electric spark	1	0.97	12711.5	4.66	160					0	#N/A	part of car		part of car	part of car	1	https://imgur.com/sQmqtcu
sparkler	sparkler	n04268969	sparkler%1:06:00::	sparkler#2	sparkler.n.02	sparkler	a firework that burns slowly and throws out a shower of sparks	0	1	14648	4.68	101	194	0.86	27389	21	3	Noun				fireworks	1	https://imgur.com/PKpmSZ0
spatula	spatula	n04270147	spatula%1:06:01::	spatula#1	spatula.n.01	spatula	a turner with a narrow flexible blade	0	0.96	6847	4.96	1212	919	0.86	13874		56	Noun	kitchen tool	kitchen utensil	kitchen tool, tool	kitchen tool	1	https://imgur.com/MEAEysk
speaker	speaker	n03691459	speaker%1:06:00::	speaker#2	speaker.n.02	loudspeaker, speaker, speaker_unit, loudspeaker_system, speaker_system	electro-acoustic transducer that converts electrical signals into sounds loud enough to be heard at a distance	0	1	4519.5	4.69	17477	12889	0.96	2551		352	Noun				audio equipment, sound amplifier	1	https://imgur.com/AjQVB0x
spear	spear	n04270891	spear%1:06:00::	spear#1	spear.n.01	spear, lance, shaft	a long pointed rod used as a tool or weapon	0	0.97	4238	5	2201	2173	0.89	8463	340	232	Noun	weapon	weapon	weapon	weapon	1	https://imgur.com/HvLeo8W
speedboat	speedboat	n04273569	speedboat%1:06:00::	speedboat#1	speedboat.n.01	speedboat	a fast motorboat	0	1	11317.5	4.87	286	299	0.81	23698	68	27	Noun		vehicle	vehicle	watercraft	1	https://imgur.com/MUhKi8e
speedometer	speedometer	n04273796	speedometer%1:06:00::	speedometer#1	speedometer.n.01	speedometer, speed_indicator	a meter fixed to a vehicle that measures and displays its speed	0	1	13104	4.78	297	235	0.89	25176		12	Noun	part of car		part of car	part of car, speed measurement device	1	https://imgur.com/F5zqnHg
spider	spider	n01772222	spider%1:05:00::	spider#1	spider.n.01	spider	predatory arachnid with eight legs, two poison fangs, two feelers, and usually two silk-spinning organs at the back end of the body; they spin silk to make cocoons for eggs or traps for prey	0	1	3127	4.97	3608	4215	0.91	5619	671	515	Noun	insect	animal	animal	insect	1	https://imgur.com/x2HH4vB
spider web	spider_web	n04275363	spider_web%1:06:00::	spider_web#2	spider_web.n.02	spider_web, u"spider's_web"]	a web spun by spiders to trap insect prey	1	1	12079	4.97	231					0	#N/A				animal habitat	1	https://imgur.com/zB6a8qZ
spinach	spinach	n07736692	spinach%1:13:00::	spinach#2	spinach.n.02	spinach	dark green leaves; eaten cooked or raw in salads	0	1	6039	4.77	4139	2819	0.87	7300	199	130	Noun	vegetable	vegetable	plant, food, vegetable	vegetable	1	https://imgur.com/X0zID1Y
splinter	splinter	n09442838	splinter%1:17:00::	splinter#1	splinter.n.01	splinter, sliver	a small thin sharp bit or wood or glass or metal	0	1	11840.5	4.41	631	1004	0.9	12926	145	75	Noun				wood fragment	1	https://imgur.com/izmVtdJ
sponge	sponge	n14597758	sponge%1:27:00::	sponge#1	sponge.n.01	sponge	a porous mass of interlacing fibers that forms the internal skeleton of various marine animals and usable to absorb water or any porous rubber or cellulose product similarly used	0	1	4820	5	1738	1717	0.92	9489	493	342	Noun				sea creature, cleaning supply	1	https://imgur.com/pdMGqla
spool	spool	n02860415	spool%1:06:00::	spool#1	spool.n.01	bobbin, spool, reel	a winder around which thread or tape or film or other flexible materials can be wound	0	1	11528	4.62	591	627	0.83	17035	55	26	Noun				holder	1	https://imgur.com/uut7WSQ
spoon	spoon	n04284002	spoon%1:06:00::	spoon#1	spoon.n.01	spoon	a piece of cutlery with a shallow bowl-shaped container and a handle; used to stir or serve or take up food	0	1	2662.5	4.96	6989	6194	0.91	4377	829	388	Noun		container	kitchen tool, tool	eating utensil	1	https://imgur.com/LMpOd7G
spout	spout	n04287153	spout%1:06:00::	spout#1	spout.n.01	spout	an opening that allows the passage of liquids or grain	0	1	12552	4.67	396	391	0.89	20374	130	52	Verb				plumbing fixture	1	https://imgur.com/u8ViFcW
spring roll	spring_roll					spring_roll	an Asian snack consisting of rice paper filled with minced vegetables and usually meat, rolled into a cylinder and fried	1	1	15003	4.96	36					0	#N/A	food		food	food	1	https://imgur.com/zmhirdO
springboard	springboard	n04288673	springboard%1:06:00::	springboard#1	springboard.n.01	springboard	a flexible board for jumping upward	0	1	14499	4.24	743	615	0.91	16472	152	4	Noun			sports equipment	gymnastics equipment, exercise equipment	1	https://imgur.com/CxbXcFC
sprinkler	sprinkler	n04289027	sprinkler%1:06:00::	sprinkler#1	sprinkler.n.01	sprinkler	mechanical device that attaches to a garden hose for watering lawn or garden	0	0.96	7671.5	4.89	681	882	0.91	13700	92	47	Noun				lawn equipment	1	https://imgur.com/YWDdw47
sprouts	sprouts					sprouts	young shoots eaten as a vegetable, especially the shoots of alfalfa, mung beans, or soybeans	0	1	9192	4.64	1729	1279	0.88	11483	146	46	Verb	food, vegetable		food, vegetable	food, vegetable	1	https://imgur.com/nXYC3ET
spur	spur	n04290259	spur%1:06:00::	spur#4	spur.n.04	spur, gad	a sharp prod fixed to a rider's heel and used to urge a horse onward	0	1	9605	4.57	1233	1400	0.94	10473		73	Noun				shoe accessory	1	https://imgur.com/cjChjzi
squash	squash	n07715561	squash%1:13:00::	squash#2	squash.n.02	squash	edible fruit of a squash plant; eaten as a vegetable	0	1	6587	4.7	4419	2957	0.88	7028	626	223	Noun	vegetable	vegetable	food, vegetable	vegetable	1	https://imgur.com/T2L9RVR
squeegee	squeegee	n04292921	squeegee%1:06:00::	squeegee#1	squeegee.n.01	squeegee	T-shaped cleaning implement with a rubber edge across the top; drawn across a surface to remove water (as in washing windows)	0	0.97	15453	4.75	107	105	0.82	34220	16	14	Noun			tool	cleaning tool	1	https://imgur.com/In5P8Dt
squid	squid	n01971280	squid%1:05:00::	squid#2	squid.n.02	squid	widely distributed fast-moving ten-armed cephalopod mollusk having a long tapered body with triangular tail fins	0	1	8497.5	4.71	1641	1271	0.83	11891	155	141	Noun		animal	animal, food	seafood, sea creature	1	https://imgur.com/R2txHJX
squirrel	squirrel	n02355227	squirrel%1:05:00::	squirrel#1	squirrel.n.01	squirrel	a kind of arboreal rodent having a long bushy tail	0	1	4688.5	4.89	2259	2885	0.91	7008	237	279	Noun	animal	animal	animal	animal	1	https://imgur.com/T36p7Za
squirt gun	squirt_gun	n04561548	squirt_gun%1:06:00::	squirt_gun#1	squirt_gun.n.01	water_pistol, water_gun, squirt_gun, squirter	plaything consisting of a toy pistol that squirts water	1	1	14409	5	44					0	#N/A	toy	toy	toy	water toy, toy	1	https://imgur.com/zl970MT
stained glass	stained_glass	n14882793	stained_glass%1:27:00::	stained_glass#1	stained_glass.n.01	stained_glass	glass that has been colored in some way; used for church windows	1	1	6768	5	835					0	#N/A			home decor	decorative glass, window	1	https://imgur.com/Iq7mdMB
stair	stair	n04314914	stair%1:06:00::	stair#1	stair.n.01	step, stair	support consisting of a place to rest the foot while ascending or descending a stairway	0	1	2056	4.93	1050	12171	0.86	2880	369	69	Noun				step	1	https://imgur.com/LWHA63C
stake	stake	n04298765	stake%1:06:00::	stake#5	stake.n.05	stake	a strong wooden or metal post with a point at one end so it can be driven into the ground	0	1	8365	4.21	10628	12603	0.96	2607		847	Noun				camping equipment	1	https://imgur.com/iKXaFAg
stalagmite	stalagmite	n09443921	stalagmite%1:17:00::	stalagmite#1	stalagmite.n.01	stalagmite	a cylinder of calcium carbonate projecting upward from the floor of a limestone cave	0	0.93	18617	4.36	37	117	0.82	33005		1	Noun				geological formation	1	https://imgur.com/xxPhl2p
stamp	stamp1	n06796119	stamp%1:10:01::	stamp#4	stamp.n.04	postage, postage_stamp, stamp	a small adhesive token stuck on a letter or package to indicate that that postal fees have been paid	0	1	5812.5	4.7	3454	4611	0.95	5193	1436	302	Noun				postage	2	https://imgur.com/6bjzXj3
stamp	stamp2	n04299963	stamp%1:06:02::	stamp#8	stamp.n.08	stamp	a block or die used to imprint a mark or design	0	1	5812.5	4.7	3454	4611	0.95	5193	1436	302	Noun		tool	tool	craft supply, art supply	2	https://imgur.com/n2j4bON
staple	staple	n04303095	staple%1:06:02::	staple#5	staple.n.05	staple	paper fastener consisting of a short length of U-shaped wire that can fasten papers together	0	1	9765.5	4.34	2338	2759	0.93	7116	348	57	Noun	office supply		office supply	office supply	1	https://imgur.com/gmOMmbz
staple gun	staple_gun	n04303357	staple_gun%1:06:00::	staple_gun#1	staple_gun.n.01	staple_gun, staplegun, tacker	a hand-held machine for driving staples home	1	1	13862	5	63					0	#N/A	tool		tool	tool, hand tool	1	https://imgur.com/Cbmi7pm
stapler	stapler	n04303497	stapler%1:06:00::	stapler#1	stapler.n.01	stapler, stapling_machine	a machine that inserts staples into sheets of paper in order to fasten them together	0	1	16398.5	4.62	133	124	0.85	32072	13	44	Noun	office supply		office supply	office supply	1	https://imgur.com/p734nlV
